media_type,post_url,likes,caption
image,https://www.instagram.com/p/C8hiGmhOmaT/?img_index=1,92634,"glaze in the city 🍎  our pocket-sized pop-up opens in NYC on monday. come by to get your new rhode essentials.  what: 🧃 pocket blush 🍑 summer peptide lip tints 📱 summer lip cases 💌 all core skincare  when: june 24th through july 3rd, from 11am-7pm daily  where: 127 greene st. new york, ny 10012"
video,https://www.instagram.com/p/C8e-HRUujNL/,52446,four monochromatic summer looks with @amayaancr + the duos 🎀  🐷 pink duo: piggy + shortcake 🌶️ coral duo: spicy marg + guava spritz 🍑 peach duo: freckle + peach pit 🍇 mauve duo: sleepy girl + salty tan  pair them with the new matching lip cases all summer long. available now at rhodeskin.com
image,https://www.instagram.com/p/C8cYmZFu05W/?img_index=1,158911,"dreamy, creamy, pocket-sized 🎀  pocket blush has arrived, along with the summer peptide lip tints and lip cases. here’s why we love it:  🧃satiny, buildable color: each shade is super buildable, so tap on a little or a lot—however you like it.  🐷 skin-softening formula: made with peptides and tamanu oil, our formula hydrates for baby-soft cheeks.  🍇 won’t budge: a long-wearing blush that wakes up your cheeks and stays on all day.  🧸 designed as duos: four summer pairings of pocket blush and our new peptide lip tints for a full monochromatic look.  pocket them at rhodeskin.com"
image,https://www.instagram.com/p/C8aKyvVuyHU/?img_index=1,165842,"a bit of bts 🧃🎀 saves from our pocket blush shoot with @haileybieber, @alexconsani, and @palomija.  pocket blush and the summer peptide lip tints + cases launch tomorrow, june 20th, at 9am PT. only at rhodeskin.com 🫶"
image,https://www.instagram.com/p/C8X82g_yO19/?img_index=1,310022,hot pink summer 🎀 HB with our matching summer lip case and peptide lip tint in shade shortcake 🍰 arriving june 20th at 9am PT.
image,https://www.instagram.com/p/C8XPFBdJ9Y6/?img_index=1,86829,"a full look that fits in your pocket 🎀  we created the duos to give you a juicy, monochromatic look on-the-go. pocket blush gives cheeks and lips a satiny, diffused flush, while peptide lip tint melts onto lips for sheer-but-buildable color.  🍇 mauve duo: sleepy girl + salty tan 🌶️ coral duo: spicy marg + guava spritz 🐷 pink duo: piggy + shortcake 🍑 peach duo: freckle + peach pit  join the waitlist on rhodeskin.com"
image,https://www.instagram.com/p/C8U31a4v70T/?img_index=1,32341,"pretty as a peach 🍑  @palomija wears the peach duo for a juicy matching lip + cheek, featuring pocket blush in freckle and peptide lip tint in peach pit.  launching on june 20th at 9am PT 🫶"
video,https://www.instagram.com/p/C8UqTXzJ89F/,27122,shadow blushing 101 with @makeupxka 🎀  🧸 on the face: blend out toasted teddy from the cheeks to forehead + add a pop of piggy on the apples of the cheeks  🐷 on the lips: a wash of toasted teddy on the outer portion of the lips + a little bit of piggy right in the center
image,https://www.instagram.com/p/C8S2OhHyMMt/?img_index=1,55152,"make it a double 🍹🌶️ @alexconsani wears the coral duo, featuring matching shades of pocket blush in spicy marg and peptide lip tint in guava spritz.  coming soon to rhodeskin.com ☀️"
image,https://www.instagram.com/p/C8SFL48JceU/,47863,put us in your pocket 🎀
video,https://www.instagram.com/p/C8PzC6qPtYJ/,14365,blushing all day long 🎀 @bonitravo’s day-to-night summer look ft. pocket blush and the new peptide lip tints.  arriving june 20th at 9am PT 🫶
image,https://www.instagram.com/p/C8PnnP2pEC2/?img_index=1,50101,"a little blush takes the big apple 🍎 we’re bringing our pocket-sized pop-up to NYC this month. join us to get all your rhode essentials IRL.  what: 🐷 pocket blush 🍑 summer peptide lip tints 📱 summer lip cases 💌 all core skincare  when: june 24th through july 3rd, from 11am-7pm daily  where: 127 greene st. new york, ny 10012  more details on rhodeskin.com 🫶"
image,https://www.instagram.com/p/C8NBDRNpvFa/?img_index=1,174432,the lip case got tinted 📱  our bubble phone case is coming in four limited edition shades to go with the new peptide lip tints. match your phone to your lips and cheeks all summer long.  🍹 guava spritz: bright coral 🍑 peach pit: neutral peach 🍰 shortcake: baby pink 👙 salty tan: soft mauve  launching june 20th at 9am PT ☀️
image,https://www.instagram.com/p/C8M-FbfJJJ0/?img_index=1,77783,meet the duos 🎀  our new summer lip tints are designed to pair with pocket blush for a full monochromatic look.  available in four color combos: pink duo: piggy + shortcake 🐷🍰 peach duo: freckle + peach pit 🐞🍑 mauve duo: sleepy girl + salty tan 🍇👙 coral duo: spicy marg + guava spritz 🌶️🍹  glowy cheeks and glossy lips on-the-go. join the waitlist at rhodeskin.com
image,https://www.instagram.com/p/C8M8v0GJO6N/?img_index=1,165537,"juicy summer tints 🍧  introducing our limited edition summer peptide lip tints, designed to pair with pocket blush for a glowy, monochromatic look. packed with high-performance ingredients to hydrate, nourish, and plump with a subtle pop of color.  available in four sheer-but-buildable shades 🍰 shortcake: baby pink 🍑 peach pit: neutral peach 🍹 guava spritz: bright coral 👙 salty tan: soft mauve  see you june 20th at 9am PT."
video,https://www.instagram.com/p/C8KfUPkPWnG/,50928,@stxph.h’s pocket blush review 🎀  why she loves it: 🐞 gives a healthy-looking glow 🧸 pigmented and easy to blend 🧃 melts evenly into the skin 🍇 can apply with fingers or a brush 🌶️ perfect shades for everyday 🐷 works on top of powder
video,https://www.instagram.com/p/C8KUKhYpUe5/,15727,ready teddy 🧸  @palomija applies pocket blush in shade toasted teddy. a glowy flush of bronze terracotta that hydrates skin for baby-soft cheeks.  get yours on june 20th at 9am PT.
video,https://www.instagram.com/p/C8IANckPy2C/,25830,six little swatches with @yhkayla 🎀 pocket blush is coming on june 20th at 9am PT.
image,https://www.instagram.com/p/C8H5UQFvnkc/?img_index=1,41188,"the making of: pocket blush 🐷🍇  years in the making, pocket blush is almost here. we can’t wait for you to get a little flushed."
image,https://www.instagram.com/p/C8FUBQDOjGv/?img_index=1,67170,a sip of hot pink 🧃@alexconsani wears pocket blush in shade juice box.  launching june 20th at 9am PT 🎀
image,https://www.instagram.com/p/C8FQoolOCb2/?img_index=1,87733,"we’re blushing the world of rhode. get to know pocket blush 🎀  ✨ good for: all skin types ✨ feels like: a creamy, lightweight texture that melts on smoothly ✨ looks like: a flush of satiny, buildable color ✨ made with: peptides, tamanu oil ✨ FYI: cruelty-free, vegan, gluten-free, dermatologist-tested + developed  get them individually or as a set of all six. join the waitlist at rhodeskin.com 🫶"
image,https://www.instagram.com/p/C8FNcMiOilc/?img_index=1,76199,"small enough to fit in your pocket, powerful enough to wake up your cheeks 🧸🎀  pocket blush is designed to be used on-the-go for easy application and a dewy, flushed glow. use your finger or a brush to tap it onto your cheeks and lips. the color is buildable, so tap on a little or a lot—however you like it.  HB wears pocket blush in shade piggy, launching june 20th at 9am PT 🐷"
image,https://www.instagram.com/p/C8Cpk46pV5w/?img_index=1,192530,"six everyday shades 🎀 pocket blush comes in a curated range of six shades. each gives a super natural flush of color, like you’ve just woken up from a nap or spent a bit too much time in the sun.  🧃 juice box: hot pink 🧸 toasted teddy: bronze terracotta 🌶️ spicy marg: bright coral 🐷 piggy: baby pink 🍇 sleepy girl: soft mauve 🐞 freckle: neutral peach  arriving june 20th at 9am PT. join the waitlist at rhodeskin.com"
image,https://www.instagram.com/p/C8Coe4rp53y/?img_index=1,65195,"meet pocket blush 🎀 our new on-the-go cream blush arrives on june 20th at 9am PT.  pocket blush packs satiny, buildable color and creamy, lightweight texture in a cute little compact stick. our skin-softening formula melts onto cheeks and lips for a glowy finish that lasts all day.  take it everywhere for a juicy flush and quick touch-ups. stick it in your pocket, throw it in your purse, tap it on your cheeks and lips.  join the waitlist at rhodeskin.com"
video,https://www.instagram.com/p/C8CiQ9zJh4R/,118967,a little BLUSH FOR a little FLUSH.
video,https://www.instagram.com/p/C8AEpKoJwNi/?img_index=1,57545,tap tap tap 🎀 we’ve got something very exciting to tell you tomorrow.
image,https://www.instagram.com/p/C79e10tpKuU/,58286,"sweet, salty, silky smooth. peptide lip treatment in salted caramel is back in stock 🫶 only at rhodeskin.com"
image,https://www.instagram.com/p/C766Dj3JAhg/?img_index=1,45706,rhode press: meet our award-winning products that editors are talking about ⭐️
video,https://www.instagram.com/p/C74VQquprAr/?img_index=1,117615,shades of summer 🧊🍋🌸🍑🍒
image,https://www.instagram.com/p/C71wacCJHbj/?img_index=1,15549,"ask an expert: sun care ☀️🧴  all your summer skincare questions, answered. our derm-in-residence, dr. dhaval bhanusali, weighs in on everything from SPF to post-sun recovery."
image,https://www.instagram.com/p/C7zOPhwJkwv/?img_index=1,254538,itty bitty bits of may 🍓🍑🍎  p.s. we’ve been working hard on some new things for you that are coming very soon 🫶
image,https://www.instagram.com/p/C7uFtHHuKIa/?img_index=1,81179,beach blanket essentials: the lip tints + spf 🍧🌴
video,https://www.instagram.com/p/C7rdaqXRMBK/?img_index=1,14717,"@amayaancr’s 4-step summer glow ☀️🩰  step 1: cleanse with pineapple refresh to leave skin clean and bouncy  step 2: prep + hydrate for a dewy makeup base with glazing milk, glaze, and brc  step 3: base makeup with foundation, concealer, and contour  step 4: peptide lip tint in shade ribbon for a soft pink finishing touch"
video,https://www.instagram.com/p/C7ju1cgOeT7/,15414,rhode unpacked 💌 what essentials does @clemdelacreeme keep in her bubble bag?  🥥 glazing milk 🌊 peptide glazing fluid 🧴 barrier restore cream 🐙 peptide lip tint in shade raspberry jelly
image,https://www.instagram.com/p/C7hKOnyRs9m/,19009,"happy summer pores ☀️  your pores can get clogged pretty easily in the summer, between the thick layers of SPF and your skin’s increased oil and sweat production. glazing milk gives you lightweight hydration without contributing to the clog. our formula is non-comedogenic, which means it doesn’t include any pore-clogging ingredients."
video,https://www.instagram.com/p/C7elYFNJiHM/?img_index=1,19905,a taste of rhode summer 🌊🍹💦
video,https://www.instagram.com/p/C7cAjx1O-BD/?img_index=1,18291,"summer espresso ☕️ @ines_lblc wears peptide lip tint in shade espresso. a cool swipe of hydration with a glossy, rich brown sheen."
image,https://www.instagram.com/p/C7ZcHq0R46G/?img_index=1,54492,rhode postcard: greetings from italy with @carla_ginola 💌  destination: amalfi coast temp: 26°C/79°F fave view: positano by boat best bites: pizza + bellinis the aroma: fresh lemons on skin: glaze + vanilla plt  send us your postcards this summer 🫶
video,https://www.instagram.com/p/C7W2uFmOZfp/,12036,sun-glazed + salty with the summer skin duo 🌊
image,https://www.instagram.com/p/C7USGsiRv7v/?img_index=1,61096,rhode tastes like summer 🩵
image,https://www.instagram.com/p/C7Ru70spa6b/?img_index=1,27430,take us with you this summer 🫶 our travel tips for glazed skin from takeoff to landing.
image,https://www.instagram.com/p/C7PN9yTJobf/?img_index=1,16986,pineapple refresh reviews are in 🍍⭐️
image,https://www.instagram.com/p/C7J_B-eRX1m/,18434,"meet the summer skin duo 🥛🍯  glazing milk + peptide glazing fluid is the ultimate combo to get your skin barrier in shape for summer. here’s why:  🌟 barrier-boosting: full of essential building blocks for the barrier, like ceramides, peptides + hyaluronic acid  💧 ultra-hydrating: rich in humectants like glycerin + marula oil to draw water into the skin  ☁️ non-sensitizing: free of ingredients like retinol or chemical exfoliants that can increase sun sensitivity  get prepped at rhodeskin.com"
image,https://www.instagram.com/p/C7HaWnZOJrI/?img_index=1,59615,"rhode, rinse, repeat 🫶"
image,https://www.instagram.com/p/C7E1qzcJuPA/,20155,"rhode ingredients: sea buckthorn oil ☀️  meet the secret ingredient that gives pineapple refresh its signature golden hue. sea buckthorn oil not only provides a beautiful color, but it’s also packed with moisturizing and antioxidant properties to nourish your barrier while you cleanse."
image,https://www.instagram.com/p/C7CUW-SxMBK/?img_index=1,494198,🎀💅💕🍧👙🌸💗
image,https://www.instagram.com/p/C6_uwejrtJ8/?img_index=1,66001,summer skin loading…
video,https://www.instagram.com/p/C69G7D0uZLX/,9621,"@skincarewithyuri reaches for the rhode kit to get her barrier summer ready ☀️  🫧 pineapple refresh gently exfoliates sweat, SPF, and impurities from the day  🥛 glazing milk + peptide glazing fluid hydrate and boost skin barrier function  ☁️ brc provides lightweight moisture without clogging your pores  get your summer essentials at rhodeskin.com 🫶"
image,https://www.instagram.com/p/C66iMFLrg9n/,27830,"customize your cleanse 🍍  the amount of time you cleanse with pineapple refresh impacts how much it exfoliates your skin. the longer you lather up the pineapple enzyme, the more time it has to resurface your skin, exfoliating off the top layer to reveal smoother-looking skin underneath. use it two ways:  🫧 for gentle exfoliation, lather for a minute or less before rinsing  🫧 for deep exfoliation, lather for up to five minutes and rinse thoroughly"
image,https://www.instagram.com/p/C64B5P8R3r8/,215636,"generations of rhode 💌  one of the biggest inspirations for rhode was hailey’s mom and nana, who taught her all about skincare at an early age. their diligent routines and love for head-to-toe hydration helped shape our approach, creating efficacious, nourishing essentials that make the most of each step in your routine.  here are some of our favorite tips they passed on over the years:  💧hydrate, hydrate, hydrate ☀️ wear spf every day, it’s truly a non-negotiable 🥛 don’t forget to moisturize your body + slather on lotion head-to-toe 🍓 always wash off makeup before bed—no matter what!"
image,https://www.instagram.com/p/C61YqoNL0Ut/?img_index=1,38908,"rhode close friends: mother’s day weekend with @keliamoniz ☀️  we spent a sunny day in honolulu with @keliamoniz, chatting all things skincare + motherhood."
image,https://www.instagram.com/p/C6yzpDjueSV/?img_index=1,154272,shades of summer: 🍹🍧🍑🎀
image,https://www.instagram.com/p/C6tqRyqr_3t/,82181,"a multivitamin for your lips 🎀  the peptide lip tints are back. each glossy wash of color is packed with powerful nutrients to support healthy lips + long-lasting hydration:  ✨ 5 essential fatty acids, including linoleic acid, oleic acid, and stearic acid, hydrate lips + seal in moisture  ✨ antioxidants like vitamins a + e help defend your lips against damage from the elements  ✨ lauric acid from babassu is known to support the lip microbiome, a community of microorganisms that help keep your barrier balanced  get them solo or as a set at rhodeskin.com ♡"
image,https://www.instagram.com/p/C6rZSfpvWIg/?img_index=1,91771,"squeeze, swipe, tint, shine ☕️🩰🍷🍞  the peptide lip tints are back tomorrow, including the set of all four shades. see you at 9am PT ♡"
video,https://www.instagram.com/p/C6ogr1oRTo7/,14548,"get ready with @kristinaamcnabb + rhode ♡  ☁️ skin prepped with glazing milk, glazing fluid, and barrier restore cream for hydration + glow 🌟 lightweight makeup base + a subtle pop of pink on the eyes 🩰 swipe of peptide lip tint in shade ribbon for a sheer pink finish"
image,https://www.instagram.com/p/C6l7ye_xQ8-/,110285,"chilled red 🍷 peptide lip tint in shade raspberry jelly gives your lips a burst of refreshing hydration while leaving a glossy, crushed berry finish."
image,https://www.instagram.com/p/C6jXJXjLbeZ/?img_index=1,59029,"the rhode classics ♡ for everyday + every routine.  our high-performance, multipurpose essentials were designed to be used morning and night, applied solo or with other skincare, mixed with makeup, and taken on your travels.  only at rhodeskin.com ✨"
image,https://www.instagram.com/p/C6eNbZJxW9R/?img_index=1,43484,the making of: the rhode booth 🎀
image,https://www.instagram.com/p/C6boqyDx_XX/?img_index=1,33196,rhode phonebook 📱
image,https://www.instagram.com/p/C6ZD36hRrV2/,33966,"rich enough to seal in hydration, lightweight enough for hot, sunny days.  brc combines powerful emollients like shea butter and squalane with antioxidant-rich açai to deliver hydrated, smoother, softer skin over time.  cooling, comforting, cloud-like moisture 🧊☁️ only at rhodeskin.com"
image,https://www.instagram.com/p/C6Wie1jLLjC/?img_index=1,45820,rhode at work 🩶 come along for a little tour of our LA office.  thank you to our partners at @maison_trouvaille @arhaus @everhem @foromshop @lightology @poppin @portolapaints ✨
image,https://www.instagram.com/p/C6T6VvERkUF/?img_index=1,31726,rhode summer ready 🩵
image,https://www.instagram.com/p/C6RVDe1L-z9/,110219,rhode on repeat 🎧
image,https://www.instagram.com/p/C6O0r1Vx7Hq/,97085,HB ♡ the lip case  our bubble phone case hugs your favorite rhode lip. take it everywhere for all-day lip hydration ✨  available now only at rhodeskin.com
video,https://www.instagram.com/p/C6MNffAR27D/,10387,@immbunny’s gentle + nourishing rhode kit routine 🫧🥛🍯☁️
image,https://www.instagram.com/p/C6JnBUgxoUV/,55659,"now serving: rhode vanilla🍦🎀  our most-requested peptide lip treatment has returned. smells like sweet vanilla and made with the perfect recipe of peptides, shea butter, cupuaçu, and babassu for soft, supple lips.  dig in at rhodeskin.com"
video,https://www.instagram.com/p/C6HCgHMuNLm/,38065,we’re listening 👀🍦
image,https://www.instagram.com/p/C6EddcuxGmP/?img_index=1,45374,rhode on the line 📱
image,https://www.instagram.com/p/C6B4cvSxLst/,28433,"rhode ingredients: beta-glucan 🩶  if your skin’s feeling irritated or red from seasonal allergies, this is the calming ingredient to reach for. beta-glucan is known to boost barrier function, soothe, and hydrate the skin.  find it in glazing milk, our nutrient-rich essence 🥛"
image,https://www.instagram.com/p/C58vBk1xvOW/,70818,buttery layers 🥐 peptide lip tint in shade toast is infused with fatty-acid rich shea butter for a buttery-smooth pout.
video,https://www.instagram.com/p/C56Karnx9LF/,7373,"can pineapple refresh take off waterproof sunscreen? @charlotteparler puts it to the test with her UV camera ☀️  our formula contains pineapple enzyme to gently exfoliate while glycolipids + mild surfactants help lift and easily rinse away waterproof sunscreen, makeup, and other impurities off the surface of the skin 🫧"
image,https://www.instagram.com/p/C53lry5Rngy/?img_index=1,19090,"birthFUND x rhode futures foundation  Black Maternal Health Week is a campaign to build awareness and amplify the voices, perspectives, and lived experiences of Black mamas and birthing people. it’s founded and led by our longtime partners @blackmamasmatter.  we’re proud to support @birthfund, which advocates for and invests in midwifery care and the inclusion of birth workers in the birth experience.  join the movement at thebirthfund.com ♡"
image,https://www.instagram.com/p/C51A2-vLtpw/?img_index=1,113990,a few of HB’s favorite things from the weekend: 🎀 peptide lip tint in shades toast + raspberry jelly 🎞️ taking pics in the rhode booth 🧚‍♀️ glow in the dark nails 👀 little something new
image,https://www.instagram.com/p/C5ycIdhRUwv/,38257,"post-desert hydration 🌵🧊  hot temps and dusty winds can be harsh on your barrier. our skincare essentials are packed with ceramides, PGA, and squalane to give your skin the hydration and nourishment it craves."
image,https://www.instagram.com/p/C5tKsAkrIRY/?img_index=1,81840,cold brew ☕️🧊🤎  peptide lip tint in shade espresso. a glossy wash of rich brown that revives dry lips with powerful hydration.
image,https://www.instagram.com/p/C5qte_KRBpV/,48578,weekend necessities 📱🫶
video,https://www.instagram.com/p/C5oIraGRkHp/,15926,"springtime makeup with @alissajanay 🌤️🦋🌸 ♡ skin prep with glazing milk, glaze + brc ♡ bright pop of color on the eyes ♡ lip tint in shade ribbon"
image,https://www.instagram.com/p/C5llwPdr8-G/,67491,rhode hotline 📱 HB carries the lip case with peptide lip tint in shade toast.
image,https://www.instagram.com/p/C5i_EFBrTO6/?img_index=1,92119,"made for each other 🫶 the lip case + lip tints in all 4 shades are back.  🍷raspberry jelly - crushed berry 🍞toast - rose taupe 🩰ribbon - soft pink ☕️espresso - rich brown  text, treat, tint. only at rhodeskin.com"
image,https://www.instagram.com/p/C5gbzPlxMEL/?img_index=1,95056,spring treats📱🎀 the lip case + lip tints are back tomorrow. see you at 9am PT 🫶
image,https://www.instagram.com/p/C5d26gvx6O0/,73797,"the lip tints 🎀 a powerful tint + treatment in one, bursting with good-for-you ingredients in every squeeze:  ✨ shea butter hydrates with 5 essential fatty acids ✨ peptides visibly plump + reduce the look of fine lines ✨ cupuaçu improves suppleness for dry lips ✨ babassu replenishes overall moisture  all 4 shades + the lip case are coming back april 9th at 9am PT."
image,https://www.instagram.com/p/C5bRIKRLphA/?img_index=1,27675,rose taupe all over 🍞 @sarrjamois styles the lip case with peptide lip tint in shade toast.
image,https://www.instagram.com/p/C5YsClqrwJ8/,113730,"peptide swirl🍧  peptide lip tint in shade ribbon. an icy wash of pink that replenishes moisture for visibly plump, pillowy-soft lips. back in stock on april 9th. drink it up at rhodeskin.com 🎀"
image,https://www.instagram.com/p/C5WHUKIRmCk/?img_index=1,72617,back in season📱🍓 a fresh batch of peptide lip tints + lip cases are on the way.  see you april 9th at 9am PT. join the waitlist at rhodeskin.com 🫶
image,https://www.instagram.com/p/C5Tija1RhCY/,62113,travel with rhode ✈️
video,https://www.instagram.com/p/C5RCS0gOrIc/?img_index=1,145041,little moments from march 🧸
video,https://www.instagram.com/p/C5OZEYnxWTd/,15863,be right there 📱👀
image,https://www.instagram.com/p/C5Lz-v6Rzph/,72263,🐰
image,https://www.instagram.com/p/C5JPSIqLBD9/,33420,"go to bed with brc ☁️  ☁️ rich recovery – an antioxidant peptide powerhouse helps restore the skin barrier and seal in your entire skincare routine  💧 year-round moisture – our non-comedogenic formula is light enough to soothe skin after sunny days yet rich enough to lock in moisture during winter  🫶 hugs your skin – cushiony, cloud-like cream melts onto the skin for cooling goodness  🌙 multitasks as a mask – apply a thick layer to clean skin for 15 mins + wipe away any excess to reveal a glowy makeup base  rich, cooling, creamy goodness. only at rhodeskin.com"
video,https://www.instagram.com/p/C5GrxaSRW_C/,10561,our multitasking essentials fit seamlessly into any routine. see how @yhkayla uses the rhode kit to prep skin and mix with makeup 💌  pick up your kit on rhodeskin.com ♡
image,https://www.instagram.com/p/C5EFjAKLTf0/,25772,"our signature step for glazed skin. why we reach for peptide glazing fluid:  💦 clinically proven hydration – we use a powerful peptide complex + low, medium, and high molecular weights of hyaluronic acid to ensure deep hydration  🚰 dewy now + later — instantly illuminates skin + supports a healthy-looking skin barrier over time  ✨ unique texture – a gel serum hybrid that’s super lightweight and quickly absorbs  🧊 glaze many ways – locks in hydration during your skincare routine + mixes with foundation for a glowy, skin-first finish.  splash it on in the rhode kit. only on rhodeskin.com 💧"
image,https://www.instagram.com/p/C5Bm2EgRTpx/?img_index=1,48046,tips and tricks with @filomena_makeup and the rhode kit 💌  ✨ mix a pump or two of peptide glazing fluid with foundation for a natural dewy finish  ✨ add a little dollop of brc to cream blush to flush your cheeks with soft color  ✨ blend glazing milk with liquid highlighter + pat on your décolleté for glistening hydration  get your kit at rhodeskin.com ♡
image,https://www.instagram.com/p/C4-77BULQr5/,58457,"why we wake up with glazing milk:  🥞 intensive nourishment — rich in ceramides, beta-glucan, and a magnesium blend to boost barrier function and calm irritated skin  🥛 refreshing feel — a smooth, milky texture that sinks in for a glowy + supple finish  ☁️ sensitive skin friendly — our formula is non-comedogenic + has the seal of acceptance from the national eczema association  ✨multitasks in your routine — the first skin prep step for better product absorption + provides a dewy makeup look when applied to the high points of face  soak it up in the rhode kit, available on rhodeskin.com 🍽️"
image,https://www.instagram.com/p/C48XT8orxpp/?img_index=1,54378,"a hug of hydration for your skin 🩶  our barrier-loving formulas provide essential hydration for all skin types. find them in the rhode kit, all bundled up in our new bubble bag.  only at rhodeskin.com ☁️"
image,https://www.instagram.com/p/C45yix7LJa0/,31928,"the first step in your routine that goes a long way. why we love pineapple refresh:  🚿two-in-one cleanse — easily rinses away SPF, makeup, and dirt while gently exfoliating for smoother-looking skin  🍍beloved + newer ingredients — infused with glycerin, PGA, and next-gen hyaluronic acid to keep skin hydrated after you cleanse  💛 unique, lush texture — our silky golden balm melts into foamy bubbles that won’t strip your skin or dry you out  🫧multitasks in your routine — gentle enough for morning cleansing + potent enough to wash off makeup  get yours in the rhode kit. available on rhodeskin.com 💌"
image,https://www.instagram.com/p/C43NmFzLPh7/?img_index=1,20300,"one kit, endless glaze ✨  the rhode kit features 4 multitasking skincare essentials, designed to be used in more ways than one. reach for them in your morning, evening, and makeup prep routines 💌"
image,https://www.instagram.com/p/C4ykjZBSmiz/?img_index=1,54526,"meet your new classics. the rhode kit is here 💌  one of everything really good for hydrated, glowy skin. your cleanser, essence, gel serum, and moisturizer — all bundled up in the rhode bubble bag.  at rhode, we create tried-and-true skincare with a little something new. our formulas pair always beloved ingredients like glycerin and shea butter with newer ingredients like peptides and next-gen hyaluronic acid for ultimate barrier nourishment. each product has a unique, lush texture that feels dreamy on your skin and makes for a routine you always look forward to.  we intentionally develop our formulas to multitask, so you can always find new ways to use them. reach for them morning and night, use solo or with other skincare, mix with makeup, and take on your travels.  get your new classics in the rhode kit. only on rhodeskin.com ♡"
image,https://www.instagram.com/p/C4tAqP2ReF7/,71016,rhode in bloom 🌼
image,https://www.instagram.com/p/C4lMHf1LEdm/?img_index=1,117484,business as usual 🎀
video,https://www.instagram.com/p/C4ikXbCL5LN/,17634,a good base goes a long way ✨  hydrated skin is crucial for a long-lasting makeup base. glazing milk is our lightweight essence that gives skin the luminous hydration it needs.  soak it all in. only at rhodeskin.com 🥛
image,https://www.instagram.com/p/C4gCf3GrKJq/?img_index=1,48377,"creamy, jelly, milky ♡  how rhode feels on your skin. brc, peptide glazing fluid, and glazing milk nurture skin with lush textures and soothing ingredients like shea butter, marula oil, and ceramides."
image,https://www.instagram.com/p/C4dmZOWxvNs/?img_index=1,17632,"rhode care: exfoliation from head-to-toe.  we love exfoliation for shedding dead skin, but always do it gently + intentionally. here are a few habits we’re starting for spring.  🌟dry body brush: exfoliates off dead skin + stimulates lymphatic flow for smoother skin.  🌟facial cleanser: ours has pineapple enzyme, a gentle exfoliant that won’t disrupt your barrier. safe for daily use.  🌟scalp scrub: removes buildup + oil. look for a delicate formula that isn’t too abrasive."
image,https://www.instagram.com/p/C4a5N1wrVIL/?img_index=1,93544,"little bag, lots of rhode 🫶🎀"
image,https://www.instagram.com/p/C4VvWTRRKPd/,33682,gentle bubbles for bouncy skin 🫧  pineapple refresh has a unique balm-to-lather texture that leaves skin plump and hydrated post-rinse.
image,https://www.instagram.com/p/C4TRh0ixbgP/?img_index=1,31261,good service 📱  the lip case will be back in early april 🎀 join the waitlist at rhodeskin.com
video,https://www.instagram.com/p/C4Q6vcGv31q/,12234,"the key to the perfect makeup base: hydration.  @namislaurabettina’s skin prep routine + finishing touches with rhode: glazing milk, glaze, brc, + lip tint in shade toast 🫶"
image,https://www.instagram.com/p/C4NoWRvOKt-/?img_index=1,89693,paris for the week 🫶🇫🇷👀🥐
image,https://www.instagram.com/p/C4LrDavtm2h/,45780,"soak it all in 🥛 glazing milk — the essential prep step in your everyday routine. packed with nutrient-rich, clinically-proven ingredients like ceramides and beta-glucan to:  ✨prep skin for better product absorption ✨help calm + soothe irritated skin ✨provide all day hydration ✨boost barrier function ✨give an instant luminous glow"
video,https://www.instagram.com/p/C4GYwsQRa6T/,12896,that post-cleanse glow ✨ @mikaylajmakeup rinses off with our pineapple refresh cleanser 🫶
image,https://www.instagram.com/p/C4D09hpR2-E/,44469,"rhode ingredients: glycerin 💧  our go-to ingredient for hydration and barrier support, day and night.  find it in pineapple refresh, glazing milk, peptide glazing fluid + brc."
image,https://www.instagram.com/p/C4BQYNsxoRR/?img_index=1,16271,"barrier care starts here 🫶 if your skin’s feeling red, irritated, or dry, it’s likely a sign your barrier needs some love. our three skincare essentials nourish your barrier for glazed, dewy skin.  🥛the essential prep step: glazing milk 🍯the dewy hydration layer: peptide glazing fluid ☁️the rich recovery layer: barrier restore cream"
image,https://www.instagram.com/p/C3-t4EVxFRk/?img_index=1,87134,february wrap up 🎀
image,https://www.instagram.com/p/C37_KE1xxkO/?img_index=1,107899,espresso roast ☕️ a rich brown lip tint shade perfect for late nights out or with your morning cup.  available now at rhodeskin.com 🫶
image,https://www.instagram.com/p/C35ju8aRRb4/,59109,"thanks for all the lip case love 🥹 our first drop sold out, but we’re taking pre-orders with rhode reserve 📲  pre-order your lip case today to make sure you get one as soon as they’re available again in early april 🫶  p.s. rhode reserve will be open for a limited time only on rhodeskin.com"
image,https://www.instagram.com/p/C328iuCR-6L/,85792,never lose your lip again 🎀 the lip case + lip tints in all 4 core colors are here: 🩰 ribbon - soft pink 🍞 toast - rose taupe ☕️ espresso - rich brown 🍷 raspberry jelly - crushed berry  available now at rhodeskin.com
image,https://www.instagram.com/p/C30gtv8psoz/?img_index=1,72811,"pick up the phone 📱  set a reminder for tomorrow, february 27th at 9am pt. the lip case + lip tint restock both go live on rhodeskin.com 🩰☕️🍞🍷"
image,https://www.instagram.com/p/C3vOQwrR4bG/,101301,lip tint in shade ribbon 🩰 a sheer pink for everyday.  all 4 core colors will be back on february 27th at 9am PT 🫶
